PASSENGERS,UNIQUE_CARRIER,AIRLINE_ID,UNIQUE_CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER,CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,QUARTER,MONTH
0,5Y,20007,Atlas Air Inc.,16087,I,5Y,Atlas Air Inc.,12478,JFK,"New York, NY",US,United States,16286,ZAZ,"Zaragoza, Spain",ES,Spain,2016,4,12
0,5Y,20007,Atlas Air Inc.,16087,I,5Y,Atlas Air Inc.,13303,MIA,"Miami, FL",US,United States,15606,VLC,"Valencia, Spain",ES,Spain,2016,4,12
0,5Y,20007,Atlas Air Inc.,16087,I,5Y,Atlas Air Inc.,13303,MIA,"Miami, FL",US,United States,16286,ZAZ,"Zaragoza, Spain",ES,Spain,2016,4,12
0,5Y,20007,Atlas Air Inc.,16087,I,5Y,Atlas Air Inc.,16286,ZAZ,"Zaragoza, Spain",ES,Spain,12217,HSV,"Huntsville, AL",US,United States,2016,4,12
0,5Y,20007,Atlas Air Inc.,16087,I,5Y,Atlas Air Inc.,16286,ZAZ,"Zaragoza, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2016,4,12
0,WI,20195,Sky Lease Cargo,16884,I,WI,Sky Lease Cargo,13303,MIA,"Miami, FL",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,2,6
1,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,12264,IAD,"Washington, DC",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,2
1,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,13156,MAD,"Madrid, Spain",ES,Spain,12264,IAD,"Washington, DC",US,United States,2016,1,2
1,0QQ,21308,TAG Aviation (UK) Ltd.,71062,I,0QQ,TAG Aviation (UK) Ltd.,11697,FLL,"Fort Lauderdale, FL",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2016,2,4
1,15Q,21440,Air Alsie A/S,71096,I,15Q,Air Alsie A/S,15167,TEB,"Teterboro, NJ",US,United States,15183,TFS,"Tenerife, Spain",ES,Spain,2016,2,5
1,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,15304,TPA,"Tampa, FL",US,United States,2016,1,3
1,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,10423,AUS,"Austin, TX",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2016,2,5
1,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,10559,BFI,"Seattle, WA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,2,5
1,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,13156,MAD,"Madrid, Spain",ES,Spain,10559,BFI,"Seattle, WA",US,United States,2016,2,5
1,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,13303,MIA,"Miami, FL",US,United States,12914,LCG,"A Coruna, Spain",ES,Spain,2016,2,4
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,14831,SJC,"San Jose, CA",US,United States,2016,2,6
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,3,7
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,2016,1,1
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,11433,DTW,"Detroit, MI",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,3
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,11433,DTW,"Detroit, MI",US,United States,2016,1,3
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,16575,SLM,"Salamanca, Spain",ES,Spain,12197,HPN,"White Plains, NY",US,United States,2016,1,3
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,11433,DTW,"Detroit, MI",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,2,5
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,12914,LCG,"A Coruna, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,2,5
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,11433,DTW,"Detroit, MI",US,United States,2016,2,5
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,12914,LCG,"A Coruna, Spain",ES,Spain,2016,2,5
1,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,15060,SVQ,"Seville, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,3,8
1,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,10205,AGP,"Malaga, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2016,3,8
1,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,12892,LAX,"Los Angeles, CA",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2016,3,9
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,10423,AUS,"Austin, TX",US,United States,2016,4,10
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,11292,DEN,"Denver, CO",US,United States,2016,4,10
1,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,12892,LAX,"Los Angeles, CA",US,United States,2016,4,10
1,24Q,21646,Blue Jet SP Z o o,71146,I,24Q,Blue Jet SP Z o o,14166,PMI,"Palma Mallorca, Spain",ES,Spain,14321,PWM,"Portland, ME",US,United States,2016,4,10
1,24Q,21646,Blue Jet SP Z o o,71146,I,24Q,Blue Jet SP Z o o,14321,PWM,"Portland, ME",US,United States,14166,PMI,"Palma Mallorca, Spain",ES,Spain,2016,4,10
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13796,OAK,"Oakland, CA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,2
2,0WQ,21352,Avjet Corporation,1150,D,0WQ,Avjet Corporation,10517,BCN,"Barcelona, Spain",ES,Spain,12892,LAX,"Los Angeles, CA",US,United States,2016,1,3
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,12264,IAD,"Washington, DC",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,2,4
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,12264,IAD,"Washington, DC",US,United States,2016,2,4
2,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,12889,LAS,"Las Vegas, NV",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,1
2,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,12266,IAH,"Houston, TX",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,3
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,3,7
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,15602,VIT,"Vitoria, Spain",ES,Spain,2016,3,7
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,10529,BDL,"Hartford, CT",US,United States,2016,1,1
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,1,1
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,10721,BOS,"Boston, MA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,3
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,10721,BOS,"Boston, MA",US,United States,2016,1,3
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,12197,HPN,"White Plains, NY",US,United States,2016,1,3
2,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,13156,MAD,"Madrid, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,3,9
2,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,10517,BCN,"Barcelona, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2016,4,11
2,27Q,21652,"Jet Aviation Flight Services, Inc.",11046,I,27Q,"Jet Aviation Flight Services, Inc.",15167,TEB,"Teterboro, NJ",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,4,10
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,4,11
2,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,12892,LAX,"Los Angeles, CA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,4,12
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,12954,LGB,"Long Beach, CA",US,United States,2016,4,12
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,14685,SAV,"Savannah, GA",US,United States,2016,4,12
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14685,SAV,"Savannah, GA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,4,12
2,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,2016,3,8
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,10721,BOS,"Boston, MA",US,United States,2016,1,2
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,13244,MEM,"Memphis, TN",US,United States,2016,1,2
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13244,MEM,"Memphis, TN",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,2
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15602,VIT,"Vitoria, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,1,2
3,0WQ,21352,Avjet Corporation,1150,D,0WQ,Avjet Corporation,10800,BUR,"Burbank, CA",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2016,2,4
3,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,10423,AUS,"Austin, TX",US,United States,2016,2,5
3,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,12914,LCG,"A Coruna, Spain",ES,Spain,13303,MIA,"Miami, FL",US,United States,2016,2,4
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14831,SJC,"San Jose, CA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,2,6
3,TIQ,21035,Tyrolean Jet Service,71002,I,TIQ,Tyrolean Jet Service,14166,PMI,"Palma Mallorca, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,3,7
3,TIQ,21035,Tyrolean Jet Service,71002,I,TIQ,Tyrolean Jet Service,15167,TEB,"Teterboro, NJ",US,United States,14166,PMI,"Palma Mallorca, Spain",ES,Spain,2016,3,8
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,10529,BDL,"Hartford, CT",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,1
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,12197,HPN,"White Plains, NY",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,2,5
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,12197,HPN,"White Plains, NY",US,United States,2016,2,5
3,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,13487,MSP,"Minneapolis, MN",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2016,3,8
3,0WQ,21352,Avjet Corporation,1150,D,0WQ,Avjet Corporation,10800,BUR,"Burbank, CA",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2016,2,5
3,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,10517,BCN,"Barcelona, Spain",ES,Spain,10721,BOS,"Boston, MA",US,United States,2016,3,9
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,12197,HPN,"White Plains, NY",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,3,9
3,1UQ,21590,Gainjet Aviation SA,71131,I,1UQ,Gainjet Aviation SA,15167,TEB,"Teterboro, NJ",US,United States,10205,AGP,"Malaga, Spain",ES,Spain,2016,3,9
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,2016,4,11
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,14771,SFO,"San Francisco, CA",US,United States,2016,4,12
3,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,3,8
4,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,2
4,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,16575,SLM,"Salamanca, Spain",ES,Spain,2016,2,4
4,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,13244,MEM,"Memphis, TN",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2016,2,4
4,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,3,7
4,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,14166,PMI,"Palma Mallorca, Spain",ES,Spain,11697,FLL,"Fort Lauderdale, FL",US,United States,2016,3,8
4,LDM,21569,Lauda Motion GmbH,71124,I,LDM,Lauda Motion GmbH,12889,LAS,"Las Vegas, NV",US,United States,10205,AGP,"Malaga, Spain",ES,Spain,2016,3,9
4,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,12264,IAD,"Washington, DC",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,4,10
4,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,4,11
4,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,4,11
4,0WQ,21352,Avjet Corporation,1150,D,0WQ,Avjet Corporation,10800,BUR,"Burbank, CA",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2016,4,10
5,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,12197,HPN,"White Plains, NY",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,3
5,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,15024,STT,"Charlotte Amalie, VI",US,United States,2016,1,3
5,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,12264,IAD,"Washington, DC",US,United States,2016,4,10
5,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,12889,LAS,"Las Vegas, NV",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,4,10
5,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,13156,MAD,"Madrid, Spain",ES,Spain,12892,LAX,"Los Angeles, CA",US,United States,2016,4,11
6,1UQ,21590,Gainjet Aviation SA,71131,I,1UQ,Gainjet Aviation SA,10205,AGP,"Malaga, Spain",ES,Spain,12197,HPN,"White Plains, NY",US,United States,2016,3,8
6,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,10205,AGP,"Malaga, Spain",ES,Spain,14635,RSW,"Fort Myers, FL",US,United States,2016,3,7
6,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,12889,LAS,"Las Vegas, NV",US,United States,2016,1,3
6,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,15304,TPA,"Tampa, FL",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,3
6,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,10205,AGP,"Malaga, Spain",ES,Spain,12892,LAX,"Los Angeles, CA",US,United States,2016,3,7
6,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,12889,LAS,"Las Vegas, NV",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,3
6,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,12478,JFK,"New York, NY",US,United States,12274,IBZ,"Ibiza, Spain",ES,Spain,2016,3,7
6,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,10721,BOS,"Boston, MA",US,United States,2016,1,2
6,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,3,9
6,1UQ,21590,Gainjet Aviation SA,71131,I,1UQ,Gainjet Aviation SA,10205,AGP,"Malaga, Spain",ES,Spain,10540,BED,"Bedford, MA",US,United States,2016,1,2
6,AA,19805,American Airlines Inc.,10049,A,AA,American Airlines Inc.,13930,ORD,"Chicago, IL",US,United States,10517,BCN,"Barcelona, Spain",ES,Spain,2016,2,4
6,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,13156,MAD,"Madrid, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,2,6
6,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14771,SFO,"San Francisco, CA",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,4,11
7,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,12191,HOU,"Houston, TX",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,1,2
7,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,2016,4,10
7,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,4,10
8,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,13156,MAD,"Madrid, Spain",ES,Spain,2016,2,6
8,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,4,12
8,1UQ,21590,Gainjet Aviation SA,71131,I,1UQ,Gainjet Aviation SA,15167,TEB,"Teterboro, NJ",US,United States,15606,VLC,"Valencia, Spain",ES,Spain,2016,1,2
8,1UQ,21590,Gainjet Aviation SA,71131,I,1UQ,Gainjet Aviation SA,10205,AGP,"Malaga, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,3,9
8,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,15167,TEB,"Teterboro, NJ",US,United States,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,2016,4,12
8,0RQ,21309,TAG Aviation Espana S.L.,71063,I,0RQ,TAG Aviation Espana S.L.,14721,SCQ,"Santiago de Compostela, Spain",ES,Spain,15167,TEB,"Teterboro, NJ",US,United States,2016,1,3
9,CRV,21406,Acropolis Aviation Ltd.,71083,I,CRV,Acropolis Aviation Ltd.,12478,JFK,"New York, NY",US,United States,15183,TFS,"Tenerife, Spain",ES,Spain,2016,2,6
10,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,14986,SRQ,"Sarasota/Bradenton, FL",US,United States,12274,IBZ,"Ibiza, Spain",ES,Spain,2016,3,9
10,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,10517,BCN,"Barcelona, Spain",ES,Spain,11618,EWR,"Newark, NJ",US,United States,2016,3,8
10,DL,19790,Delta Air Lines Inc.,10261,A,DL,Delta Air Lines Inc.,13156,MAD,"Madrid, Spain",ES,Spain,15304,TPA,"Tampa, FL",US,United States,2016,4,10
10,VJT,21568,VistaJet Limited,71123,I,VJT,VistaJet Limited,12274,IBZ,"Ibiza, Spain",ES,Spain,14986,SRQ,"Sarasota/Bradenton, FL",US,United States,2016,4,10
